DimCardID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,AgeGroup
6144,30415985260169,bni,"Cut Sarah Narpati, S.I.Kom",F,1995,Young Adult (18-35)
6145,676292256465,flazz,Kadir Rahmawati,F,1993,Young Adult (18-35)
6146,4023206102012083,dki,"Jayeng Hartati, M.M.",F,2001,Young Adult (18-35)
6147,36739128073674,bni,Drs. Darman Usamah,M,1997,Young Adult (18-35)
6148,566050165281,flazz,"Rika Wibowo, S.IP",F,1995,Young Adult (18-35)
6149,676172605518,flazz,Puti Indah Saptono,M,1989,Middle Age (36-55)
6150,2267427645555235,dki,Baktiadi Sirait,M,1985,Middle Age (36-55)
6151,4799288024196490052,brizzi,Dr. Ira Habibi,M,2007,Young Adult (18-35)
6152,180002304036401,emoney,Opan Mulyani,M,1980,Middle Age (36-55)
6153,4814192747055559,dki,"Dr. Ulva Damanik, M.TI.",F,1986,Middle Age (36-55)
6154,4764763712424945,dki,Dadap Kuswandari,M,1992,Young Adult (18-35)
6155,213127347049052,emoney,Yuliana Hardiansyah,M,1969,Senior (>55)
6156,4330732990590,online,Putu Waluyo,F,2009,Youth (<18)
6157,6550069846303879,dki,"dr. Kartika Natsir, S.Kom",F,1981,Middle Age (36-55)
6158,5319798044315772,dki,Devi Maheswara,F,1998,Young Adult (18-35)
6159,4854950527220523334,brizzi,"Puti Najwa Manullang, S.Gz",M,1973,Middle Age (36-55)
6160,503858528444,flazz,Anita Hutagalung,F,1957,Senior (>55)
6161,4869680656456120625,brizzi,"dr. Eli Pratama, S.IP",F,1982,Middle Age (36-55)
6162,4787457375689,online,Puti Yunita Pudjiastuti,F,1982,Middle Age (36-55)
6163,2242819892744191,dki,Jefri Simbolon,F,1978,Middle Age (36-55)
6164,4287502919344282648,brizzi,Tgk. Gilda Setiawan,F,1983,Middle Age (36-55)
6165,4750252999640,online,Martana Prabowo,M,2009,Youth (<18)
6166,4825706015449,online,"Dr. Jane Sitorus, S.E.",M,1977,Middle Age (36-55)
6167,6517998986330122,dki,Nabila Pradipta,F,1969,Senior (>55)
6168,4372730836487748,dki,"drg. Cemplunk Saefullah, S.Kom",F,2012,Youth (<18)
6169,346183028605829,emoney,Rahayu Suartini,M,1996,Young Adult (18-35)
6170,3591958355229442,dki,Gatot Jailani,M,1967,Senior (>55)
6171,2686575290796158,dki,"dr. Yunita Natsir, S.Pd",F,1988,Middle Age (36-55)
6172,344625876197087,emoney,Hesti Prastuti,M,1994,Young Adult (18-35)
6173,30539773101135,bni,Almira Yuliarti,F,1984,Middle Age (36-55)
6174,30572044952176,bni,Ade Najmudin,M,1975,Middle Age (36-55)
6175,3565053928728674,dki,"Dr. Putu Hidayanto, S.Ked",F,1984,Middle Age (36-55)
6176,36610664607458,bni,Cayadi Usamah,M,1993,Young Adult (18-35)
6177,375325044247730,emoney,Anita Lazuardi,M,1993,Young Adult (18-35)
6178,4535039306641398372,brizzi,Mutia Usamah,F,2008,Youth (<18)
6179,5571760320208454,dki,Tirtayasa Prayoga,F,2000,Young Adult (18-35)
6180,2296109036944609,dki,Irma Padmasari,F,2010,Youth (<18)
6181,4580045936431399,dki,Ivan Sihombing,F,1995,Young Adult (18-35)
6182,4914650725935646,dki,Pia Sitorus,M,1982,Middle Age (36-55)
6183,4012316684951,online,Ade Riyanti,M,2000,Young Adult (18-35)
6184,588056398427,flazz,Jarwadi Mansur,M,1966,Senior (>55)
6185,4196623936000260442,brizzi,Patricia Pertiwi,M,2003,Young Adult (18-35)
6186,4284799271998672,dki,Raden Novitasari,F,2005,Young Adult (18-35)
6187,3563497644645724,dki,"Hasna Anggraini, S.Gz",F,1954,Senior (>55)
6188,3504110388073639,dki,"dr. Vivi Tampubolon, S.Pd",F,2011,Youth (<18)
6189,30039766066254,bni,Drs. Puspa Nainggolan,M,1996,Young Adult (18-35)
6190,30342891170284,bni,KH. Kusuma Saputra,M,1958,Senior (>55)
6191,4473719601873282430,brizzi,"Ir. Faizah Wibisono, S.E.",F,1982,Middle Age (36-55)
6192,4605268878679517,dki,"drg. Oni Lestari, M.Kom.",F,2005,Young Adult (18-35)
6193,6565806496017876,dki,Fitria Adriansyah,F,1998,Young Adult (18-35)
6194,4386673631598971882,brizzi,Capa Iswahyudi,F,2004,Young Adult (18-35)
6195,379192690585789,emoney,"Dr. Iriana Pranowo, M.Farm",M,1974,Middle Age (36-55)
6196,2277169500207563,dki,Lamar Kuswoyo,F,1975,Middle Age (36-55)
6197,4220931499411496,dki,Simon Suryatmi,M,1966,Senior (>55)
6198,30229108040766,bni,Puspa Mayasari,M,1978,Middle Age (36-55)
6199,676125749595,flazz,Drs. Cornelia Hastuti,M,1998,Young Adult (18-35)
6200,4634302738283,online,dr. Harjasa Hidayanto,M,1991,Young Adult (18-35)
6201,4719911251631703,dki,Diana Palastri,F,1966,Senior (>55)
6202,5112768424280325,dki,Cinthia Nainggolan,M,1973,Middle Age (36-55)
6203,3548845386568266,dki,Garan Hutagalung,F,1985,Middle Age (36-55)
6204,3523568430240778,dki,Rina Pangestu,F,1979,Middle Age (36-55)
6205,4128207198602,online,Luis Hutapea,M,1982,Middle Age (36-55)
6206,561454784951,flazz,Unjani Saefullah,F,2009,Youth (<18)
6207,3500595306423185,dki,"Tgk. Asmadi Nainggolan, S.I.Kom",F,2004,Young Adult (18-35)
6208,3509673020511154,dki,Maimunah Iswahyudi,F,1990,Young Adult (18-35)
6209,4697999654145971,dki,"Jarwa Situmorang, M.Farm",M,1975,Middle Age (36-55)
6210,4466237144419766,dki,"Pandu Haryanti, M.Farm",F,1987,Middle Age (36-55)
6211,503845460958,flazz,"Keisha Wijayanti, M.Kom.",F,2005,Young Adult (18-35)
6212,4881938629303949,dki,Damar Pangestu,F,1991,Young Adult (18-35)
6213,578113597012,flazz,Juli Purnawati,M,1976,Middle Age (36-55)
6214,372260674722897,emoney,"Eva Nainggolan, S.Sos",F,1998,Young Adult (18-35)
6215,6011759152154998,dki,Sadina Iswahyudi,M,1980,Middle Age (36-55)
6216,3568642679640810,dki,"dr. Amelia Ardianto, S.Sos",F,2005,Young Adult (18-35)
6217,4127847893840219,dki,Icha Nasyiah,M,2006,Young Adult (18-35)
6218,4269057564618096,dki,dr. Gandewa Farida,F,1982,Middle Age (36-55)
6219,30418986233243,bni,"Jagaraga Pudjiastuti, S.T.",M,2002,Young Adult (18-35)
6220,4073390821914156344,brizzi,"Tgk. Dadap Hidayat, M.Farm",M,1993,Young Adult (18-35)
6221,4024605082565,online,"Gadang Pertiwi, S.I.Kom",F,2008,Youth (<18)
6222,2720777458662697,dki,Paiman Puspita,M,2002,Young Adult (18-35)
6223,60499830929,flazz,Ani Irawan,M,1989,Middle Age (36-55)
6224,4964547538660669039,brizzi,drg. Balapati Wasita,F,1993,Young Adult (18-35)
6225,4372357663607,online,Puti Keisha Wibowo,M,1984,Middle Age (36-55)
6226,4651504734019,online,"Rahman Sudiati, S.I.Kom",F,1996,Young Adult (18-35)
6227,3565952165052526,dki,Tiara Latupono,F,2008,Youth (<18)
6228,180067103854973,emoney,Padmi Sitorus,M,1993,Young Adult (18-35)
6229,3562661642716115,dki,Daliono Hassanah,F,1983,Middle Age (36-55)
6230,2674700488772480,dki,Hani Adriansyah,M,1996,Young Adult (18-35)
6231,4815219505834500,dki,Salsabila Agustina,F,1981,Middle Age (36-55)
6232,6011402887270066,dki,"Hj. Talia Mahendra, S.H.",M,1973,Middle Age (36-55)
6233,3579401966877248,dki,"Septi Yolanda, M.Farm",M,1990,Young Adult (18-35)
6234,6011301813990336,dki,Dr. Mariadi Sinaga,M,2005,Young Adult (18-35)
6235,4482398152504244,dki,Hardi Zulaika,F,1997,Young Adult (18-35)
6236,639064415776,flazz,Catur Saefullah,M,2010,Youth (<18)
6237,4554596890717,online,Ibrahim Kuswandari,F,2004,Young Adult (18-35)
6238,347517589523450,emoney,Mulya Pradipta,F,1988,Middle Age (36-55)
6239,30463380665202,bni,Vanesa Habibi,M,1993,Young Adult (18-35)
6240,578321661170,flazz,"Samiah Rahmawati, S.E.",M,1986,Middle Age (36-55)
6241,4599201274368581,dki,Gaduh Sihombing,M,2007,Young Adult (18-35)
6242,60430818058,flazz,Tari Usada,M,1997,Young Adult (18-35)
6243,4574627948904,online,Nalar Wahyudin,F,2009,Youth (<18)
6244,6011123595139639,dki,"drg. Malika Susanti, S.E.I",F,2001,Young Adult (18-35)
6245,4853088973399,online,Vera Hakim,M,2003,Young Adult (18-35)
6246,3505622112468595,dki,Winda Manullang,F,2004,Young Adult (18-35)
6247,6011859633542363,dki,Tasnim Yuniar,M,2002,Young Adult (18-35)
6248,180096331460022,emoney,drg. Kiandra Lailasari,M,1994,Young Adult (18-35)
6249,3556604902451625,dki,Kani Prasetya,M,1973,Middle Age (36-55)
6250,379956244181257,emoney,Zulaikha Tarihoran,F,1968,Senior (>55)
6251,2258984644470106,dki,"Wirda Puspita, S.H.",F,1987,Middle Age (36-55)
6252,349228005917262,emoney,Embuh Budiyanto,M,1997,Young Adult (18-35)
6253,4729521339317,online,Gatot Iswahyudi,F,2006,Young Adult (18-35)
6254,630422001978,flazz,"Vanesa Suryono, S.H.",F,1982,Middle Age (36-55)
6255,676193679690,flazz,Kayla Mandasari,M,1975,Middle Age (36-55)
6256,676226968722,flazz,Banawi Mayasari,M,1989,Middle Age (36-55)
6257,6011257667707129,dki,"Hana Kuswandari, S.Pd",M,1993,Young Adult (18-35)
6258,4334803119485,online,Alika Sihombing,F,1990,Young Adult (18-35)
6259,4892655632475,online,dr. Makara Wahyudin,F,2004,Young Adult (18-35)
6260,676184246202,flazz,"Ir. Dartono Sitorus, S.Psi",F,1982,Middle Age (36-55)
6261,5203928273523197,dki,Uli Kuswoyo,M,1984,Middle Age (36-55)
6262,2225022708057160,dki,Galar Prasasta,M,1989,Middle Age (36-55)
6263,584417610030,flazz,R. Maida Zulkarnain,M,1993,Young Adult (18-35)
6264,4289336714567791,dki,Lala Sinaga,F,1985,Middle Age (36-55)
6265,3518771893031620,dki,Tgk. Rafid Nasyidah,M,2010,Youth (<18)
6266,4172878818007,online,"drg. Tami Mardhiyah, S.Kom",F,1994,Young Adult (18-35)
6267,372015107599167,emoney,"Hartaka Farida, S.Sos",M,1978,Middle Age (36-55)
6268,180048355765992,emoney,Siti Kuswandari,F,1996,Young Adult (18-35)
6269,213128280616543,emoney,Gandi Pranowo,F,1983,Middle Age (36-55)
6270,5467057757954578,dki,Emil Prabowo,F,1990,Young Adult (18-35)
6271,503886213431,flazz,Titi Hartati,M,1987,Middle Age (36-55)
6272,2231997759589983,dki,Erik Wibowo,M,1992,Young Adult (18-35)
6273,4694509858143145541,brizzi,Opung Simbolon,F,1993,Young Adult (18-35)
6274,213123297964093,emoney,"Jaiman Wijaya, S.Pd",F,1992,Young Adult (18-35)
6275,377511873616909,emoney,Cawisono Wahyudin,M,2007,Young Adult (18-35)
6276,30216524440126,bni,Ajeng Pradana,M,1965,Senior (>55)
6277,38396359789136,bni,Ir. Nadia Riyanti,M,1985,Middle Age (36-55)
6278,2522308612641664,dki,Rosman Sirait,F,2009,Youth (<18)
6279,30227632701036,bni,Silvia Hutagalung,F,1992,Young Adult (18-35)
6280,6011021304775687,dki,Hj. Ira Mustofa,F,1983,Middle Age (36-55)
6281,4474036976045722719,brizzi,"Rahmi Uwais, S.IP",F,1994,Young Adult (18-35)
6282,3528696406474181,dki,Janet Siregar,M,1955,Senior (>55)
6283,343360331947410,emoney,"Sadina Sihotang, S.E.",M,1972,Middle Age (36-55)
6284,3525103217660044,dki,Nova Hutapea,M,2005,Young Adult (18-35)
6285,676108778017,flazz,"Cut Nabila Megantara, M.Farm",F,1991,Young Adult (18-35)
6286,180003025508108,emoney,Ir. Heryanto Saefullah,M,1987,Middle Age (36-55)
6287,342519535307249,emoney,Dt. Bala Sudiati,F,1996,Young Adult (18-35)
6288,4110513619326342,dki,Nrima Hastuti,F,1995,Young Adult (18-35)
6289,213180352821386,emoney,Ir. Kamila Laksita,M,1968,Senior (>55)
6290,3510702018036820,dki,"Kiandra Laksita, S.IP",M,1984,Middle Age (36-55)
6291,2404637437577577,dki,Samiah Andriani,M,2012,Youth (<18)
6292,2268172892248873,dki,Drs. Endah Mangunsong,F,2011,Youth (<18)
6293,3570854005544485,dki,Radit Nasyiah,F,1986,Middle Age (36-55)
6294,4947856074617955,dki,Rosman Usada,M,1970,Middle Age (36-55)
6295,4334536355730252,dki,Ian Halim,M,1979,Middle Age (36-55)
6296,4191960511544,online,Icha Zulkarnain,M,1986,Middle Age (36-55)
6297,639064133866,flazz,Nova Handayani,F,2000,Young Adult (18-35)
6298,373898670160775,emoney,"Sadina Padmasari, S.Sos",M,2012,Youth (<18)
6299,4768283212491390065,brizzi,Rahmat Budiman,M,1994,Young Adult (18-35)
6300,30141170619841,bni,Taufan Usada,F,2011,Youth (<18)
6301,376653426011914,emoney,"T. Estiono Budiman, S.Sos",M,1993,Young Adult (18-35)
6302,3550597804988635,dki,"Cut Ade Safitri, S.Psi",F,2012,Youth (<18)
6303,4415718752569556,dki,"Sari Lailasari, M.M.",F,2004,Young Adult (18-35)
6304,4734875817543960,dki,"Dr. Irma Pangestu, S.Psi",F,1981,Middle Age (36-55)
6305,2369174465063109,dki,Puspa Novitasari,M,2006,Young Adult (18-35)
6306,2329686772485864,dki,"Ir. Dian Nasyiah, S.IP",M,1969,Senior (>55)
6307,639062474452,flazz,"drg. Argono Nasyidah, S.E.I",M,1988,Middle Age (36-55)
6308,213197152984826,emoney,dr. Lala Saefullah,M,1983,Middle Age (36-55)
6309,180083099205971,emoney,Aurora Utami,F,2008,Youth (<18)
6310,180061903655987,emoney,"Hj. Yunita Wahyudin, S.H.",M,1970,Middle Age (36-55)
6311,589171208202,flazz,Zulfa Budiman,M,1984,Middle Age (36-55)
6312,6011933572672737,dki,Drs. Kurnia Situmorang,M,2001,Young Adult (18-35)
6313,2246051472663874,dki,Gilda Nainggolan,F,1997,Young Adult (18-35)
6314,180028437779989,emoney,dr. Panca Ramadan,M,1983,Middle Age (36-55)
6315,4315597435816988765,brizzi,Dodo Safitri,F,1982,Middle Age (36-55)
6316,584236779248,flazz,"Hj. Vicky Hassanah, S.Farm",M,2001,Young Adult (18-35)
6317,6011798733827433,dki,"Suci Purnawati, S.E.",M,1966,Senior (>55)
6318,180071121495447,emoney,"Lukman Waskita, S.T.",F,1999,Young Adult (18-35)
6319,4047156758218,online,Humaira Puspita,F,1982,Middle Age (36-55)
6320,6011606408177762,dki,"Ir. Cahyanto Maheswara, S.I.Kom",M,2000,Young Adult (18-35)
6321,4021286769922784,dki,Patricia Pranowo,M,2007,Young Adult (18-35)
6322,4489569587499415,dki,"Drs. Okto Dongoran, S.E.",M,1995,Young Adult (18-35)
6323,30368400082975,bni,Unggul Manullang,F,2006,Young Adult (18-35)
6324,3549524843543928,dki,"Tgk. Usyi Latupono, M.Kom.",F,2011,Youth (<18)
6325,502037532723,flazz,Paramita Thamrin,F,1996,Young Adult (18-35)
6326,344996023276490,emoney,dr. Titi Rahimah,F,1996,Young Adult (18-35)
6327,4923396018433340,dki,Emil Rahayu,F,1990,Young Adult (18-35)
6328,2275490602162916,dki,Novi Yolanda,F,2011,Youth (<18)
6329,4953250703689323,dki,Panji Gunawan,M,1970,Middle Age (36-55)
6330,348679744150436,emoney,Zahra Laksmiwati,F,1967,Senior (>55)
6331,6011409825532358,dki,Septi Wijayanti,F,2003,Young Adult (18-35)
6332,3585573240896475,dki,Nurul Hastuti,M,2010,Youth (<18)
6333,4205175839944,online,Luwar Ardianto,F,2012,Youth (<18)
6334,30323232444364,bni,"Dina Saragih, S.E.I",F,1993,Young Adult (18-35)
6335,4966937175108927126,brizzi,Cakrabirawa Mulyani,F,1993,Young Adult (18-35)
6336,180049326876918,emoney,"Suci Zulaika, S.Psi",M,1988,Middle Age (36-55)
6337,4854382869518622,dki,Yono Wibisono,F,1988,Middle Age (36-55)
6338,3586260985727482,dki,Raden Latupono,F,1988,Middle Age (36-55)
6339,4988324116427,online,Ina Anggraini,F,1982,Middle Age (36-55)
6340,4830706011582608,dki,Ir. Yessi Irawan,F,1973,Middle Age (36-55)
6341,3520058898317220,dki,Luluh Mandala,F,1997,Young Adult (18-35)
6342,4299882093607664838,brizzi,"Lili Uyainah, M.M.",F,1986,Middle Age (36-55)
6343,374566089014466,emoney,Tgk. Asman Maryati,F,2004,Young Adult (18-35)
6344,4406159335855,online,"Edi Laksita, S.Pd",F,1984,Middle Age (36-55)
6345,4588588120508748,dki,"Puput Widodo, S.Sos",F,2003,Young Adult (18-35)
6346,4226348598871484,dki,Ajeng Pratama,F,2008,Youth (<18)
6347,180074858934711,emoney,Reza Novitasari,F,2010,Youth (<18)
6348,378495506582937,emoney,Xanana Wacana,F,1995,Young Adult (18-35)
6349,6011481674277740,dki,"Gaiman Halimah, M.Kom.",F,2009,Youth (<18)
6350,6582960123158014,dki,"Ir. Agnes Puspita, M.M.",F,2000,Young Adult (18-35)
6351,378252322774820,emoney,Ani Prakasa,F,1984,Middle Age (36-55)
6352,3589123569903753,dki,"Sutan Galih Pradipta, M.Kom.",M,1992,Young Adult (18-35)
6353,4728463209366759,dki,"Murti Laksmiwati, S.Pd",F,1997,Young Adult (18-35)
6354,4443530064243,online,Liman Hutagalung,F,2007,Young Adult (18-35)
6355,347132948571206,emoney,"Faizah Samosir, S.I.Kom",F,1983,Middle Age (36-55)
6356,4220087329908902,dki,Febi Saptono,M,2012,Youth (<18)
6357,180097622518833,emoney,Michelle Sitompul,F,1990,Young Adult (18-35)
6358,570850234743,flazz,R. Cinthia Sirait,M,1993,Young Adult (18-35)
6359,3546790933417017,dki,"Ulya Sitompul, S.Farm",F,2001,Young Adult (18-35)
6360,5589264207603606,dki,Uda Uwais,M,1972,Middle Age (36-55)
6361,4480954527000797,dki,dr. Ina Uwais,M,1952,Senior (>55)
6362,4880509696024634,dki,"R. Yani Namaga, S.Kom",F,1968,Senior (>55)
6363,6011241572844953,dki,Padmi Widodo,M,2003,Young Adult (18-35)
6364,371640943546857,emoney,"Cut Unjani Zulkarnain, S.T.",M,1971,Middle Age (36-55)
6365,2715222674194941,dki,"Dr. Maria Saragih, S.I.Kom",F,1997,Young Adult (18-35)
6366,4288674954841570,dki,Dipa Maheswara,F,1983,Middle Age (36-55)
6367,213172587585605,emoney,Hamima Halim,M,1993,Young Adult (18-35)
6368,4905856915350824,dki,Dr. Rusman Susanti,M,1992,Young Adult (18-35)
6369,3526829680325777,dki,"Cut Hesti Prabowo, S.IP",F,1996,Young Adult (18-35)
6370,4824325009363976,dki,"Ir. Puti Riyanti, S.H.",F,1993,Young Adult (18-35)
6371,6011376009471044,dki,"Keisha Dabukke, S.H.",F,1987,Middle Age (36-55)
6372,4477832257444,online,Ihsan Hardiansyah,F,2009,Youth (<18)
6373,4598576568258338,dki,Ikin Habibi,M,2003,Young Adult (18-35)
6374,4986165155162337298,brizzi,Titi Yuniar,F,1981,Middle Age (36-55)
6375,3586634492550852,dki,Hamzah Gunarto,F,1992,Young Adult (18-35)
6376,4183338912660,online,Alambana Pradipta,F,1981,Middle Age (36-55)
6377,30058448211575,bni,Yuliana Sinaga,M,1985,Middle Age (36-55)
6378,375702231277037,emoney,"R.M. Adiarja Nashiruddin, M.M.",F,2001,Young Adult (18-35)
6379,3555778297022802,dki,Bakda Firgantoro,M,1992,Young Adult (18-35)
6380,5540307913607961,dki,Cinthia Pangestu,F,1986,Middle Age (36-55)
6381,4769647185536318755,brizzi,Sabar Wahyudin,F,1981,Middle Age (36-55)
6382,3554546903886337,dki,Queen Novitasari,F,2000,Young Adult (18-35)
6383,3541829889570331,dki,Puput Wibowo,M,2012,Youth (<18)
6384,3575792553002040,dki,Winda Uwais,M,1965,Senior (>55)
6385,4980832359351394,dki,Saadat Suryatmi,M,1994,Young Adult (18-35)
6386,6011768586897031,dki,Ana Pradipta,F,1994,Young Adult (18-35)
6387,676180934132,flazz,"Talia Utama, M.M.",F,2011,Youth (<18)
6388,30069026370360,bni,Septi Nainggolan,F,1989,Middle Age (36-55)
6389,2715776550465899,dki,Nilam Kusumo,M,2002,Young Adult (18-35)
6390,3573611296312890,dki,Prasetyo Salahudin,M,1980,Middle Age (36-55)
6391,4081975390127,online,"Devi Puspasari, S.T.",M,1967,Senior (>55)
6392,6508013058913648,dki,Hamima Tarihoran,F,1988,Middle Age (36-55)
6393,3515392645070205,dki,Cahyono Permadi,F,1994,Young Adult (18-35)
6394,568935546768,flazz,Gina Ramadan,F,1971,Middle Age (36-55)
6395,4720898603519554914,brizzi,"dr. Mutia Siregar, S.E.I",F,2003,Young Adult (18-35)
6396,2701886580903862,dki,Rina Nasyiah,F,1999,Young Adult (18-35)
6397,4229371452252564,dki,Vanya Iswahyudi,M,2012,Youth (<18)
6398,6011550049810847,dki,"KH. Cakrawala Anggraini, S.Ked",F,1990,Young Adult (18-35)
6399,379574368029879,emoney,Ina Nababan,F,1996,Young Adult (18-35)
6400,4090155433733719,dki,Yani Simbolon,M,1973,Middle Age (36-55)
6401,4562371310642514,dki,Tgk. Hasan Mayasari,F,1981,Middle Age (36-55)
6402,4118575688842247465,brizzi,Lidya Kusmawati,F,1987,Middle Age (36-55)
6403,180016194925788,emoney,Ade Santoso,M,1991,Young Adult (18-35)
6404,4104193984859,online,"Gawati Pratama, M.Kom.",F,1993,Young Adult (18-35)
6405,4966434605272605171,brizzi,Paris Namaga,M,1982,Middle Age (36-55)
6406,6011844513008768,dki,dr. Farah Wahyuni,F,2009,Youth (<18)
6407,4360082377293844,dki,"Ir. Diah Suryatmi, S.Pt",F,1983,Middle Age (36-55)
6408,5251755516306879,dki,Irsad Saptono,F,1988,Middle Age (36-55)
6409,372935569832253,emoney,Patricia Damanik,F,1989,Middle Age (36-55)
6410,36176290699947,bni,"Zulaikha Najmudin, S.E.I",M,2003,Young Adult (18-35)
6411,676110612113,flazz,Jabal Nababan,F,2005,Young Adult (18-35)
6412,576083576602,flazz,Laras Pratiwi,F,2001,Young Adult (18-35)
6413,345292129235583,emoney,"Cut Dalima Safitri, S.Ked",M,1989,Middle Age (36-55)
6414,6527389849011604,dki,Dt. Enteng Manullang,F,1989,Middle Age (36-55)
6415,4797199679839620,dki,Drs. Ellis Usada,F,2001,Young Adult (18-35)
6416,30497406846636,bni,Hartaka Nugroho,M,1971,Middle Age (36-55)
6417,213108099220562,emoney,Sakura Damanik,M,1971,Middle Age (36-55)
6418,565886263922,flazz,"dr. Winda Saefullah, M.Ak",M,1993,Young Adult (18-35)
6419,180054429293540,emoney,Bakiono Simbolon,F,1985,Middle Age (36-55)
6420,3559543065136416,dki,Zizi Nainggolan,F,2008,Youth (<18)
6421,4275157113281382834,brizzi,KH. Jaiman Manullang,F,2009,Youth (<18)
6422,4889430560872744532,brizzi,Farhunnisa Rajata,F,1990,Young Adult (18-35)
6423,30390484777551,bni,"H. Omar Riyanti, S.E.",F,1999,Young Adult (18-35)
6424,341722690135378,emoney,Hilda Mandala,M,1974,Middle Age (36-55)
6425,6011809090885284,dki,Hasna Suartini,F,2004,Young Adult (18-35)
6426,4136949594176117350,brizzi,Nilam Laksmiwati,F,2005,Young Adult (18-35)
6427,6011098252431711,dki,Ajiman Ramadan,F,1987,Middle Age (36-55)
6428,3540644157704483,dki,"Galuh Prabowo, S.E.I",F,1983,Middle Age (36-55)
6429,4914310952617124,dki,Ciaobella Rajata,F,2002,Young Adult (18-35)
6430,213188619333277,emoney,Mariadi Yulianti,F,1987,Middle Age (36-55)
6431,4177923533240451605,brizzi,"Prima Kurniawan, M.TI.",F,1991,Young Adult (18-35)
6432,4693267348601956591,brizzi,"Himawan Yulianti, S.Sos",M,1991,Young Adult (18-35)
6433,38015568722395,bni,Tania Megantara,F,2002,Young Adult (18-35)
6434,4401559744970,online,Nilam Saragih,F,1995,Young Adult (18-35)
6435,3576180779760139,dki,"Drs. Calista Purwanti, S.E.I",F,1987,Middle Age (36-55)
6436,4387107757946478,dki,Cinthia Wahyudin,F,2011,Youth (<18)
6437,370852303177956,emoney,"Puti Padma Adriansyah, S.Farm",F,1994,Young Adult (18-35)
6438,2288385566445122,dki,Melinda Purwanti,F,2001,Young Adult (18-35)
6439,60404860805,flazz,Mala Puspita,F,1988,Middle Age (36-55)
6440,213108205036944,emoney,Raina Suwarno,F,1995,Young Adult (18-35)
6441,3584218089040501,dki,"Jaya Saragih, S.IP",F,2000,Young Adult (18-35)
6442,348893660351916,emoney,Hj. Septi Firmansyah,M,1985,Middle Age (36-55)
6443,568710333820,flazz,"Queen Namaga, M.Kom.",F,1975,Middle Age (36-55)
